Time,Date,Temerature,Humidity,Pressure,Latitude,Longitude,Speed
15:59:10,27-02-2022,28.15,37.95,958.17,33.660946,73.002403,51.82
15:59:12,27-02-2022,28.15,37.96,958.25,33.661087,73.00267,52.3
15:59:14,27-02-2022,28.15,37.95,958.28,33.661228,73.00293,52.26
15:59:16,27-02-2022,28.15,37.94,958.42,33.661366,73.003189,50.89
15:59:18,27-02-2022,28.16,37.93,958.54,33.661495,73.003441,46.26
15:59:20,27-02-2022,28.15,37.94,958.65,33.66161,73.003662,42.65
15:59:22,27-02-2022,28.16,37.92,958.71,33.66172,73.00386,38.87
15:59:24,27-02-2022,28.16,37.92,958.79,33.661819,73.004044,32.76
15:59:26,27-02-2022,28.16,37.95,958.85,33.6619,73.004196,27.89
15:59:28,27-02-2022,28.16,37.95,958.85,33.661968,73.004318,23.58
15:59:30,27-02-2022,28.16,37.93,958.88,33.662029,73.004433,21.89
15:59:32,27-02-2022,28.16,37.91,958.92,33.662086,73.004539,23.71
15:59:34,27-02-2022,28.16,37.92,958.95,33.662159,73.004669,28.37
15:59:36,27-02-2022,28.16,37.91,958.96,33.662235,73.004822,28.98
15:59:38,27-02-2022,28.16,37.89,959.1,33.662312,73.004967,29.91
15:59:40,27-02-2022,28.17,37.88,959.11,33.662395,73.005127,33.11
15:59:42,27-02-2022,28.17,37.89,959.15,33.662495,73.005318,42.45
15:59:44,27-02-2022,28.17,37.86,959.18,33.662613,73.005562,48.65
15:59:46,27-02-2022,28.17,37.82,959.25,33.662746,73.005829,52.95
15:59:48,27-02-2022,28.17,37.81,959.3,33.662891,73.006104,56.36
15:59:50,27-02-2022,28.17,37.82,959.37,33.663048,73.006401,60.67
15:59:52,27-02-2022,28.17,37.85,959.44,33.663216,73.006729,65.65
15:59:54,27-02-2022,28.18,37.88,959.43,33.663391,73.007072,66.56
15:59:56,27-02-2022,28.18,37.93,959.47,33.663582,73.007431,71.82
15:59:58,27-02-2022,28.18,37.99,959.46,33.663784,73.00782,75.51
16:00:00,27-02-2022,28.18,38.03,959.45,33.663994,73.008209,76.78
16:00:02,27-02-2022,28.18,38.08,959.39,33.6642,73.008614,77.65
16:00:04,27-02-2022,28.19,38.12,959.4,33.66441,73.009018,78.88
16:00:07,27-02-2022,28.19,38.13,959.32,33.664722,73.009644,81.88
16:00:09,27-02-2022,28.18,38.13,959.3,33.664936,73.010071,82.95
16:00:11,27-02-2022,28.19,38.11,959.27,33.66515,73.010498,80.17
16:00:13,27-02-2022,28.19,38.08,959.3,33.665348,73.010872,66.67
16:00:15,27-02-2022,28.19,38.04,959.34,33.665512,73.011169,55.08
16:00:17,27-02-2022,28.19,37.98,959.38,33.665642,73.011414,42.73
16:00:19,27-02-2022,28.19,37.97,959.41,33.665741,73.011604,32.47
16:00:21,27-02-2022,28.19,37.97,959.38,33.665813,73.011742,24.54
16:00:23,27-02-2022,28.19,37.98,959.4,33.665871,73.011848,20.43
16:00:25,27-02-2022,28.19,37.99,959.39,33.66592,73.01194,19.58
16:00:27,27-02-2022,28.2,38,959.36,33.665974,73.012054,24.78
16:00:29,27-02-2022,28.2,37.98,959.3,33.666046,73.012192,29.95
16:00:31,27-02-2022,28.2,37.95,959.32,33.66613,73.01236,32.35
16:00:33,27-02-2022,28.2,37.94,959.3,33.666218,73.01252,32.74
16:00:35,27-02-2022,28.21,37.94,959.27,33.666306,73.012695,36.1
16:00:37,27-02-2022,28.2,37.91,959.24,33.666409,73.012894,40.84
16:00:39,27-02-2022,28.2,37.9,959.21,33.666523,73.013115,44.99
16:00:41,27-02-2022,28.2,37.9,959.19,33.666645,73.013351,49.84
16:00:43,27-02-2022,28.2,37.9,959.15,33.666782,73.013611,51.97
16:00:45,27-02-2022,28.2,37.92,959.19,33.666924,73.013885,55.32
16:00:47,27-02-2022,28.2,37.95,959.21,33.667076,73.014168,56.56
16:00:49,27-02-2022,28.2,37.99,959.24,33.667229,73.014458,57.54
16:00:51,27-02-2022,28.21,38.01,959.26,33.667381,73.014748,56.41
16:00:53,27-02-2022,28.21,38.01,959.25,33.66753,73.015038,56.63
16:00:55,27-02-2022,28.2,38.01,959.2,33.667686,73.015335,59.17
16:00:57,27-02-2022,28.21,38.01,959.27,33.66785,73.015648,61.73
16:00:59,27-02-2022,28.21,38,959.28,33.668015,73.015968,63.17
16:01:01,27-02-2022,28.21,37.99,959.3,33.668182,73.016296,65.08
16:01:03,27-02-2022,28.22,37.97,959.38,33.668358,73.016624,64.23
16:01:05,27-02-2022,28.21,37.94,959.38,33.66853,73.016953,64.49
16:01:07,27-02-2022,28.21,37.93,959.37,33.668713,73.017281,68.1
16:01:09,27-02-2022,28.21,37.92,959.42,33.668907,73.017639,71.73
16:01:11,27-02-2022,28.21,37.89,959.45,33.669106,73.018005,73.04
16:01:13,27-02-2022,28.22,37.88,959.54,33.669308,73.018372,73.25
16:01:15,27-02-2022,28.21,37.86,959.61,33.669502,73.018738,71.17
16:01:17,27-02-2022,28.21,37.88,959.71,33.669689,73.019089,68.34
16:01:19,27-02-2022,28.22,37.9,959.8,33.669872,73.019432,68.73
16:01:21,27-02-2022,28.22,37.9,959.79,33.670055,73.019791,70.17
16:01:23,27-02-2022,28.23,37.91,959.89,33.670242,73.020149,70.97
16:01:25,27-02-2022,28.22,37.9,959.98,33.670425,73.020508,69.41
16:01:27,27-02-2022,28.22,37.9,959.98,33.670609,73.020851,66.43
16:01:29,27-02-2022,28.22,37.9,960.1,33.67078,73.021179,62.84
16:01:31,27-02-2022,28.22,37.91,960.18,33.670937,73.021477,54.47
16:01:33,27-02-2022,28.23,37.89,960.19,33.671082,73.021736,52.93
16:01:35,27-02-2022,28.22,37.89,960.2,33.671238,73.022003,55.45
16:01:37,27-02-2022,28.23,37.89,960.29,33.671394,73.022278,55.34
16:01:39,27-02-2022,28.23,37.9,960.38,33.671551,73.022545,54.89
16:01:41,27-02-2022,28.23,37.89,960.42,33.671707,73.022812,52.78
16:01:43,27-02-2022,28.22,37.86,960.54,33.671852,73.023064,49.54
16:01:45,27-02-2022,28.23,37.84,960.57,33.671997,73.0233,50.21
16:01:47,27-02-2022,28.23,37.83,960.61,33.672142,73.02356,53.1
16:01:49,27-02-2022,28.23,37.83,960.55,33.672295,73.023819,54.43
16:01:51,27-02-2022,28.23,37.82,960.7,33.672443,73.024086,51.5
16:01:53,27-02-2022,28.23,37.76,960.67,33.672581,73.024338,49.3
16:01:55,27-02-2022,28.23,37.7,960.65,33.672714,73.02459,49.82
16:01:57,27-02-2022,28.23,37.67,960.65,33.672848,73.024849,52.43
16:01:59,27-02-2022,28.23,37.67,960.67,33.672981,73.025116,51.47
16:02:01,27-02-2022,28.23,37.67,960.62,33.673111,73.025391,53.39
16:02:04,27-02-2022,28.24,37.67,960.5,33.673313,73.02581,51.99
16:02:06,27-02-2022,28.23,37.67,960.49,33.673435,73.026077,49.41
16:02:08,27-02-2022,28.23,37.65,960.43,33.673561,73.026344,52.04
16:02:10,27-02-2022,28.23,37.67,960.41,33.673695,73.026627,54.97
16:02:12,27-02-2022,28.23,37.68,960.31,33.673832,73.026924,58.49
16:02:14,27-02-2022,28.24,37.69,960.31,33.673981,73.027237,60.86
16:02:16,27-02-2022,28.24,37.68,960.23,33.674137,73.027557,63.19
16:02:18,27-02-2022,28.24,37.67,960.1,33.674309,73.027885,66.25
16:02:20,27-02-2022,28.24,37.64,960.12,33.674488,73.028229,67.08
16:02:22,27-02-2022,28.23,37.63,960.13,33.674664,73.028557,64.75
16:02:24,27-02-2022,28.24,37.61,960.15,33.674835,73.028893,65.69
16:02:26,27-02-2022,28.23,37.6,960.15,33.675011,73.029228,66.06
16:02:28,27-02-2022,28.23,37.6,960.03,33.67519,73.029564,67.84
16:02:30,27-02-2022,28.23,37.58,960.08,33.675369,73.029907,68.04
16:02:32,27-02-2022,28.23,37.54,960.1,33.675549,73.030258,67.38
16:02:34,27-02-2022,28.23,37.53,960.05,33.675735,73.030602,69.25
16:02:36,27-02-2022,28.24,37.53,959.96,33.67593,73.030952,71.51
16:02:38,27-02-2022,28.23,37.52,959.94,33.676128,73.031319,73.21
16:02:40,27-02-2022,28.23,37.53,959.93,33.676323,73.031685,71.08
16:02:42,27-02-2022,28.23,37.55,959.94,33.676517,73.032043,72.34
16:02:44,27-02-2022,28.23,37.57,959.85,33.676712,73.032417,73.32
16:02:46,27-02-2022,28.23,37.6,959.88,33.676907,73.032791,72.32
16:02:48,27-02-2022,28.23,37.62,959.81,33.677094,73.03315,70.52
16:02:50,27-02-2022,28.24,37.66,959.82,33.677284,73.033516,71.75
16:02:52,27-02-2022,28.23,37.65,959.8,33.677471,73.03389,73.15
16:02:54,27-02-2022,28.24,37.61,959.8,33.677662,73.034264,73.78
16:02:56,27-02-2022,28.23,37.57,959.73,33.677853,73.034645,72.04
16:02:58,27-02-2022,28.23,37.53,959.71,33.678032,73.035004,68.58
16:03:00,27-02-2022,28.23,37.51,959.77,33.678211,73.035339,63.63
16:03:02,27-02-2022,28.24,37.54,959.78,33.678375,73.035645,58.28
16:03:04,27-02-2022,28.23,37.55,959.78,33.67852,73.035927,51.24
16:03:06,27-02-2022,28.24,37.56,959.83,33.678646,73.036171,46.34
16:03:08,27-02-2022,28.23,37.57,959.84,33.678761,73.036385,38.87
16:03:10,27-02-2022,28.23,37.6,959.88,33.678852,73.036552,30.08
16:03:12,27-02-2022,28.24,37.61,959.9,33.678917,73.036674,21
16:03:14,27-02-2022,28.24,37.64,959.91,33.678951,73.036743,8.78
16:03:16,27-02-2022,28.23,37.65,959.85,33.678959,73.036758,0.33
16:03:18,27-02-2022,28.24,37.67,959.84,33.678959,73.036758,0.02
16:03:20,27-02-2022,28.24,37.68,959.81,33.678959,73.036751,0
16:03:22,27-02-2022,28.23,37.67,959.85,33.678959,73.036751,0.09
16:03:24,27-02-2022,28.23,37.67,959.83,33.678959,73.036743,0.52
16:03:26,27-02-2022,28.24,37.68,959.83,33.678963,73.036758,3.54
16:03:28,27-02-2022,28.24,37.69,959.88,33.678974,73.036781,6.7
16:03:30,27-02-2022,28.24,37.71,959.88,33.678993,73.036819,9.11
16:03:32,27-02-2022,28.24,37.72,959.84,33.679024,73.036888,16.35
16:03:34,27-02-2022,28.24,37.7,959.81,33.679073,73.03698,20.59
16:03:36,27-02-2022,28.24,37.69,959.8,33.679134,73.037094,25.34
16:03:38,27-02-2022,28.24,37.68,959.78,33.679211,73.037231,30.22
16:03:40,27-02-2022,28.24,37.68,959.78,33.679298,73.037399,34.32
16:03:42,27-02-2022,28.24,37.69,959.78,33.679394,73.037575,34.28
16:03:44,27-02-2022,28.24,37.7,959.76,33.679482,73.037743,32.37
16:03:46,27-02-2022,28.24,37.72,959.71,33.679569,73.03791,33.06
16:03:48,27-02-2022,28.24,37.75,959.73,33.679665,73.038078,34.43
16:03:50,27-02-2022,28.24,37.77,959.69,33.67976,73.038246,33.02
16:03:52,27-02-2022,28.24,37.78,959.71,33.679855,73.038422,38.26
16:03:54,27-02-2022,28.24,37.78,959.7,33.679962,73.038612,37.73
16:03:56,27-02-2022,28.24,37.78,959.69,33.680065,73.038795,36
16:03:59,27-02-2022,28.24,37.77,959.76,33.680218,73.039047,33.3
16:04:01,27-02-2022,28.24,37.76,959.83,33.680313,73.039192,31.11
16:04:03,27-02-2022,28.24,37.75,959.83,33.680401,73.039345,30.11
16:04:05,27-02-2022,28.24,37.77,959.84,33.680485,73.03949,29.52
16:04:07,27-02-2022,28.25,37.78,959.91,33.680569,73.039627,28.93
16:04:09,27-02-2022,28.25,37.81,959.94,33.680649,73.039764,27.02
16:04:11,27-02-2022,28.25,37.83,959.97,33.680721,73.039886,24.3
16:04:13,27-02-2022,28.24,37.85,959.96,33.68079,73.040009,24.56
16:04:15,27-02-2022,28.24,37.87,959.95,33.68087,73.040154,31.26
16:04:17,27-02-2022,28.25,37.89,959.91,33.680962,73.040321,35.98
16:04:19,27-02-2022,28.24,37.9,959.93,33.681061,73.040512,36.13
16:04:21,27-02-2022,28.25,37.89,959.92,33.68116,73.040695,36.82
16:04:23,27-02-2022,28.25,37.87,959.9,33.681263,73.040901,40.39
16:04:25,27-02-2022,28.25,37.84,959.92,33.681374,73.041122,44.39
16:04:27,27-02-2022,28.25,37.84,959.84,33.681492,73.041367,46.95
16:04:29,27-02-2022,28.25,37.84,959.88,33.681614,73.041611,48.11
16:04:31,27-02-2022,28.24,37.87,959.93,33.68174,73.041862,47.04
16:04:33,27-02-2022,28.25,37.87,960,33.68185,73.042099,40.86
16:04:35,27-02-2022,28.25,37.88,960,33.681953,73.042305,39.58
16:04:37,27-02-2022,28.24,37.91,959.98,33.682056,73.042526,43.78
16:04:39,27-02-2022,28.25,37.91,959.92,33.682175,73.04277,47.36
16:04:41,27-02-2022,28.25,37.92,959.95,33.682301,73.043022,50.82
16:04:43,27-02-2022,28.25,37.96,959.96,33.682434,73.043297,53.3
16:04:45,27-02-2022,28.25,37.97,959.94,33.682575,73.043587,56.8
16:04:47,27-02-2022,28.25,37.95,960.02,33.682728,73.043892,60.36
16:04:49,27-02-2022,28.25,37.91,959.98,33.682892,73.044212,63.65
16:04:51,27-02-2022,28.25,37.9,960.05,33.683064,73.04454,63.99
16:04:53,27-02-2022,28.25,37.9,960.04,33.683231,73.044861,62.75
16:04:55,27-02-2022,28.25,37.92,960.15,33.683395,73.045174,60.99
16:04:57,27-02-2022,28.25,37.92,960.1,33.683556,73.045479,60.62
16:04:59,27-02-2022,28.25,37.94,960.09,33.683723,73.045792,61.49
16:05:01,27-02-2022,28.25,37.94,960.13,33.683895,73.046112,64.08
16:05:03,27-02-2022,28.25,37.96,960.13,33.684067,73.046448,65.62
16:05:05,27-02-2022,28.25,37.95,960.17,33.684242,73.046776,65.93
16:05:07,27-02-2022,28.25,37.95,960.17,33.684422,73.047112,68.08
16:05:09,27-02-2022,28.25,37.92,960.15,33.684608,73.047455,67.19
16:05:11,27-02-2022,28.25,37.91,960.08,33.684795,73.047813,70.84
16:05:13,27-02-2022,28.25,37.91,960.07,33.684986,73.048203,74.45
16:05:15,27-02-2022,28.25,37.92,960.11,33.685181,73.048607,77.47
16:05:17,27-02-2022,28.25,37.94,960.09,33.685398,73.049019,81.99
16:05:19,27-02-2022,28.26,37.94,960.18,33.685623,73.049446,82.84
16:05:21,27-02-2022,28.26,37.95,960.23,33.685844,73.049881,85.41
16:05:23,27-02-2022,28.25,37.97,960.25,33.686069,73.050331,87.27
16:05:25,27-02-2022,28.25,37.98,960.29,33.686302,73.050774,87.47
16:05:27,27-02-2022,28.26,37.99,960.33,33.686535,73.051216,87.14
16:05:29,27-02-2022,28.26,37.99,960.37,33.686768,73.051666,88.75
16:05:31,27-02-2022,28.25,37.99,960.31,33.687008,73.052116,89.54
16:05:33,27-02-2022,28.25,37.99,960.32,33.687248,73.052574,90.12
16:05:35,27-02-2022,28.26,37.99,960.22,33.687485,73.053032,90.32
16:05:37,27-02-2022,28.25,37.99,960.12,33.687725,73.05349,89.73
16:05:39,27-02-2022,28.26,37.99,960.12,33.687958,73.05394,87.56
16:05:41,27-02-2022,28.26,38,960.04,33.688187,73.054382,84.91
16:05:43,27-02-2022,28.26,38.04,960,33.688412,73.05481,83.69
16:05:45,27-02-2022,28.26,38.08,959.94,33.688629,73.055222,80.86
16:05:47,27-02-2022,28.27,38.1,959.87,33.688843,73.055618,77.19
16:05:49,27-02-2022,28.26,38.13,959.85,33.689041,73.056,74.15
16:05:51,27-02-2022,28.26,38.15,959.85,33.689236,73.056366,70.21
16:05:53,27-02-2022,28.26,38.12,959.51,33.689419,73.056717,69.73
16:05:56,27-02-2022,28.27,38.11,959.71,33.689693,73.057251,69.62
16:05:58,27-02-2022,28.26,38.11,959.59,33.689873,73.05761,69.54
16:06:00,27-02-2022,28.26,38.1,959.59,33.690056,73.057953,66.93
16:06:02,27-02-2022,28.26,38.1,959.46,33.690231,73.058296,67.47
16:06:04,27-02-2022,28.26,38.1,959.39,33.690411,73.058632,65.76
16:06:06,27-02-2022,28.26,38.1,959.36,33.690582,73.05896,63.06
16:06:08,27-02-2022,28.26,38.11,959.31,33.69075,73.059265,59.91
16:06:10,27-02-2022,28.26,38.07,959.26,33.69091,73.05957,60.89
16:06:12,27-02-2022,28.26,38.02,959.12,33.691082,73.059891,65.32
16:06:14,27-02-2022,28.26,37.98,959.05,33.691257,73.060226,67.6
16:06:16,27-02-2022,28.26,37.98,959.01,33.691437,73.060585,70.15
16:06:18,27-02-2022,28.26,37.97,959.02,33.691624,73.060944,70.3
16:06:20,27-02-2022,28.26,37.95,958.99,33.691807,73.061295,69.8
16:06:22,27-02-2022,28.26,37.94,959,33.691994,73.06163,66.76
16:06:24,27-02-2022,28.26,37.94,958.97,33.692173,73.061951,63.71
16:06:26,27-02-2022,28.26,37.94,958.9,33.692348,73.062256,60.63
16:06:28,27-02-2022,28.26,37.94,958.79,33.692505,73.062553,57.25
16:06:30,27-02-2022,28.26,37.96,958.7,33.692654,73.062828,54.12
16:06:32,27-02-2022,28.26,37.95,958.68,33.692795,73.063095,50.82
16:06:34,27-02-2022,28.26,37.94,958.58,33.692928,73.063347,49.97
16:06:36,27-02-2022,28.26,37.9,958.46,33.693066,73.063599,50.65
16:06:38,27-02-2022,28.25,37.88,958.36,33.693199,73.063843,48.24
16:06:40,27-02-2022,28.26,37.88,958.31,33.693333,73.064087,47.61
16:06:42,27-02-2022,28.26,37.88,958.21,33.693466,73.064331,50.39
16:06:44,27-02-2022,28.26,37.88,958.12,33.693611,73.06459,52.76
16:06:46,27-02-2022,28.26,37.9,958.05,33.693764,73.064873,56.63
16:06:48,27-02-2022,28.26,37.91,958.08,33.693916,73.065163,58.5
16:06:50,27-02-2022,28.26,37.92,958.1,33.694065,73.065453,56.39
16:06:52,27-02-2022,28.26,37.95,958.09,33.694214,73.065727,53.37
16:06:54,27-02-2022,28.25,37.96,958.11,33.694359,73.065987,52.13
16:06:56,27-02-2022,28.25,37.95,958.12,33.6945,73.066216,48.11
16:06:58,27-02-2022,28.25,37.95,958.13,33.694656,73.066414,44.67
16:07:00,27-02-2022,28.26,37.91,958.19,33.694832,73.066582,43.41
16:07:02,27-02-2022,28.25,37.89,958.25,33.695042,73.066681,44.93
16:07:04,27-02-2022,28.25,37.85,958.38,33.695259,73.066711,42.76
16:07:06,27-02-2022,28.25,37.84,958.48,33.695465,73.066681,42.15
16:07:08,27-02-2022,28.25,37.85,958.55,33.695663,73.066605,39.97
16:07:10,27-02-2022,28.25,37.87,958.68,33.695847,73.066467,44
16:07:12,27-02-2022,28.25,37.88,958.76,33.696011,73.066292,41.76
16:07:14,27-02-2022,28.25,37.87,958.84,33.696102,73.066048,44.15
16:07:16,27-02-2022,28.26,37.87,959.02,33.696129,73.065788,31.72
16:07:18,27-02-2022,28.25,37.87,959.05,33.696133,73.065613,25.15
16:07:20,27-02-2022,28.26,37.85,959.07,33.696114,73.065453,23.35
16:07:22,27-02-2022,28.25,37.87,959.1,33.696079,73.065331,21.08
16:07:24,27-02-2022,28.25,37.89,959.04,33.69603,73.065201,27.19
16:07:26,27-02-2022,28.26,37.92,959.04,33.695942,73.065033,36.37
16:07:28,27-02-2022,28.26,37.94,959.04,33.695786,73.064865,43.5
16:07:30,27-02-2022,28.25,37.96,959.03,33.695568,73.064713,48.1
16:07:32,27-02-2022,28.26,37.98,959.05,33.695324,73.064629,49.54
16:07:34,27-02-2022,28.25,38,959.08,33.695068,73.064636,49.62
16:07:36,27-02-2022,28.26,38.03,959.04,33.69482,73.064728,49.32
16:07:38,27-02-2022,28.25,38.06,959.04,33.694584,73.064865,52.43
16:07:40,27-02-2022,28.26,38.11,959.08,33.694351,73.065018,51.8
16:07:43,27-02-2022,28.25,38.15,959.03,33.694012,73.065254,54.19
16:07:45,27-02-2022,28.25,38.18,959,33.693783,73.065407,51.87
16:07:47,27-02-2022,28.25,38.17,959.01,33.693539,73.065536,55.84
16:07:49,27-02-2022,28.25,38.13,959.01,33.693245,73.065735,65.84
16:07:51,27-02-2022,28.25,38.11,958.97,33.692951,73.065971,69.69
16:07:53,27-02-2022,28.25,38.08,958.98,33.692646,73.0662,72.19
16:07:55,27-02-2022,28.26,38.06,958.99,33.692329,73.066444,71.82
16:07:57,27-02-2022,28.25,38.08,959.05,33.692017,73.066689,74.49
16:07:59,27-02-2022,28.25,38.09,959.07,33.691696,73.066933,73.86
16:08:01,27-02-2022,28.25,38.1,959.09,33.691376,73.067169,74.69
16:08:03,27-02-2022,28.25,38.12,959.08,33.691055,73.067406,71.21
16:08:05,27-02-2022,28.25,38.13,959.21,33.690754,73.067635,72.52
16:08:07,27-02-2022,28.24,38.13,959.28,33.690445,73.067856,70.19
16:08:09,27-02-2022,28.25,38.1,959.27,33.690151,73.068069,69.08
16:08:11,27-02-2022,28.24,38.02,959.39,33.689861,73.068283,67.6
16:08:13,27-02-2022,28.24,37.91,959.28,33.689579,73.068497,66.8
16:08:15,27-02-2022,28.24,37.85,959.43,33.689293,73.068703,68.91
16:08:17,27-02-2022,28.24,37.78,959.38,33.688992,73.068909,72.47
16:08:19,27-02-2022,28.23,37.72,959.37,33.688675,73.06913,76.15
16:08:21,27-02-2022,28.23,37.71,959.41,33.688354,73.069366,76.71
16:08:23,27-02-2022,28.23,37.71,959.41,33.688023,73.069611,79.56
16:08:25,27-02-2022,28.23,37.74,959.48,33.687691,73.069862,79.12
16:08:27,27-02-2022,28.22,37.75,959.46,33.687363,73.070122,78.56
16:08:29,27-02-2022,28.22,37.77,959.6,33.687031,73.070374,76.28
16:08:31,27-02-2022,28.22,37.77,959.64,33.686703,73.070618,76.77
16:08:33,27-02-2022,28.22,37.75,959.63,33.68639,73.070854,74.38
16:08:35,27-02-2022,28.22,37.72,959.68,33.686077,73.071091,74.49
16:08:37,27-02-2022,28.21,37.71,959.74,33.685764,73.071327,74.49
16:08:39,27-02-2022,28.22,37.7,959.81,33.685459,73.071564,74.25
16:08:41,27-02-2022,28.21,37.66,959.84,33.685154,73.071808,75.12
16:08:43,27-02-2022,28.21,37.65,959.82,33.684834,73.07206,77.58
16:08:45,27-02-2022,28.21,37.68,959.86,33.684502,73.072327,80.3
16:08:47,27-02-2022,28.21,37.69,959.9,33.684166,73.072586,80.01
16:08:49,27-02-2022,28.2,37.71,959.97,33.68383,73.072845,79.32
16:08:51,27-02-2022,28.2,37.7,959.99,33.683506,73.07309,77.25
16:08:53,27-02-2022,28.2,37.67,960.05,33.683186,73.073334,77.9
16:08:55,27-02-2022,28.2,37.66,960.06,33.682873,73.07357,73.6
16:08:57,27-02-2022,28.19,37.64,960.17,33.682575,73.073792,72.15
16:08:59,27-02-2022,28.19,37.63,960.19,33.682281,73.074013,69.15
16:09:01,27-02-2022,28.19,37.64,960.2,33.681992,73.074234,69.56
16:09:03,27-02-2022,28.19,37.63,960.24,33.681702,73.074448,69.6
16:09:05,27-02-2022,28.19,37.64,960.24,33.6814,73.074669,71.75
16:09:07,27-02-2022,28.19,37.64,960.25,33.681099,73.074898,72.3
16:09:09,27-02-2022,28.18,37.65,960.3,33.68079,73.075127,73.99
16:09:11,27-02-2022,28.18,37.65,960.27,33.680473,73.075363,75.88
16:09:13,27-02-2022,28.18,37.66,960.25,33.680149,73.0756,75.78
16:09:15,27-02-2022,28.19,37.66,960.36,33.679829,73.075844,75.27
16:09:17,27-02-2022,28.19,37.67,960.4,33.679523,73.076073,70.43
16:09:19,27-02-2022,28.18,37.7,960.47,33.679237,73.076286,65.1
16:09:21,27-02-2022,28.17,37.7,960.38,33.678974,73.076485,59.06
16:09:23,27-02-2022,28.17,37.72,960.52,33.678715,73.076668,62.13
16:09:25,27-02-2022,28.17,37.73,960.59,33.678448,73.076836,62.25
16:09:27,27-02-2022,28.17,37.74,960.53,33.678181,73.077019,62.82
16:09:29,27-02-2022,28.17,37.75,960.53,33.677902,73.077217,65.38
16:09:31,27-02-2022,28.17,37.75,960.49,33.67762,73.077423,67.39
16:09:33,27-02-2022,28.17,37.74,960.53,33.67733,73.077637,68.97
16:09:35,27-02-2022,28.17,37.74,960.57,33.67704,73.077858,68.82
16:09:38,27-02-2022,28.16,37.73,960.57,33.676594,73.078201,71.78
16:09:40,27-02-2022,28.16,37.68,960.6,33.676285,73.078445,73.58
16:09:42,27-02-2022,28.15,37.61,960.61,33.675976,73.07869,74.52
16:09:44,27-02-2022,28.15,37.58,960.69,33.675667,73.078926,71.8
16:09:46,27-02-2022,28.14,37.59,960.76,33.675373,73.079155,69.54
16:09:48,27-02-2022,28.15,37.62,960.77,33.675076,73.079369,68.8
16:09:50,27-02-2022,28.14,37.65,960.77,33.674778,73.079575,70.65
16:09:52,27-02-2022,28.14,37.66,960.73,33.674469,73.079788,73.58
16:09:54,27-02-2022,28.13,37.68,960.68,33.674149,73.080025,75.73
16:09:56,27-02-2022,28.13,37.7,960.77,33.673828,73.080254,75.3
16:09:58,27-02-2022,28.13,37.73,960.7,33.673519,73.080498,75.28
16:10:00,27-02-2022,28.13,37.75,960.81,33.673199,73.080742,75.38
16:10:02,27-02-2022,28.13,37.79,960.84,33.672882,73.080978,76.69
16:10:04,27-02-2022,28.13,37.77,960.9,33.672569,73.081207,71.49
16:10:06,27-02-2022,28.13,37.77,961,33.672291,73.081421,63.3
16:10:08,27-02-2022,28.12,37.77,961.05,33.672031,73.081612,61.3
16:10:10,27-02-2022,28.12,37.79,961.05,33.671783,73.081802,61.34
16:10:12,27-02-2022,28.12,37.82,961.05,33.671528,73.081993,62.21
16:10:14,27-02-2022,28.12,37.84,961.04,33.671257,73.082199,65.23
16:10:16,27-02-2022,28.11,37.84,960.99,33.670979,73.082405,67.32
16:10:18,27-02-2022,28.12,37.84,960.98,33.670689,73.082619,70.32
16:10:20,27-02-2022,28.11,37.84,961.04,33.670387,73.082848,73.32
16:10:22,27-02-2022,28.11,37.83,961.08,33.670071,73.083084,75.38
16:10:24,27-02-2022,28.11,37.8,961,33.66975,73.083321,77.77
16:10:26,27-02-2022,28.1,37.78,960.99,33.669418,73.083572,80.17
16:10:28,27-02-2022,28.1,37.77,961.04,33.669079,73.083839,82.03
16:10:30,27-02-2022,28.1,37.77,961.02,33.668732,73.084106,82.95
16:10:32,27-02-2022,28.1,37.78,961.03,33.668385,73.084373,82.71
16:10:34,27-02-2022,28.1,37.79,960.94,33.668034,73.084648,83.71
16:10:36,27-02-2022,28.09,37.78,961.03,33.667683,73.084915,82.14
16:10:38,27-02-2022,28.1,37.78,961.08,33.667339,73.085167,80.43
16:10:40,27-02-2022,28.09,37.79,961.02,33.667004,73.085419,81.34
16:10:42,27-02-2022,28.09,37.81,961.08,33.66666,73.085678,82.01
16:10:44,27-02-2022,28.09,37.82,961.14,33.666321,73.08593,80.6
16:10:46,27-02-2022,28.09,37.81,961.17,33.665989,73.086182,78.23
16:10:48,27-02-2022,28.08,37.79,961.36,33.665668,73.086418,73.21
16:10:50,27-02-2022,28.08,37.8,961.42,33.665379,73.086632,66.01
16:10:52,27-02-2022,28.08,37.82,961.44,33.665112,73.08683,60.86
16:10:54,27-02-2022,28.08,37.84,961.56,33.664871,73.087013,56.25
16:10:56,27-02-2022,28.08,37.86,961.6,33.664665,73.087166,46.28
16:10:58,27-02-2022,28.08,37.89,961.63,33.66444,73.087341,53.62
16:11:00,27-02-2022,28.08,37.9,961.54,33.664204,73.087509,56.23
16:11:02,27-02-2022,28.08,37.92,961.48,33.66394,73.0877,61.25
16:11:04,27-02-2022,28.08,37.93,961.53,33.66367,73.087906,63.8
16:11:06,27-02-2022,28.07,37.93,961.57,33.663406,73.088112,62.04
16:11:08,27-02-2022,28.07,37.96,961.63,33.663147,73.08831,60.47
16:11:10,27-02-2022,28.07,37.96,961.54,33.66288,73.088509,63.34
